"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
74.8398266019066,5.76695077280774,1.04526657889426,5.51720574373316,3.44432117076614e-08,3.37543474735081e-05,"gene_657"
89.1333498221725,-4.67249873673398,1.02888821713016,-4.54130843267584,5.59061715573711e-06,0.00182626827087412,"gene_844"
73.0449333519523,-5.23660550013544,1.15165725257132,-4.54701734256752,5.44115162427928e-06,0.00182626827087412,"gene_891"
65.6295696464345,4.5476690352529,1.11780233868566,4.06840178971191,4.73367051030882e-05,0.0115974927502566,"gene_377"
257.156447778586,3.8627868597709,0.962997983638162,4.01120970697931,6.04084220747174e-05,0.0118400507266446,"gene_17"
33.0536429902022,3.90521138859841,0.985743886872325,3.96168968492342,7.44212241184207e-05,0.0121554666060087,"gene_310"
118.401556678165,-4.19381676958371,1.09338963139566,-3.83561051720466,0.000125252767018566,0.0175353873825993,"gene_43"
77.7296469317412,-4.39771431366996,1.16652538221989,-3.769925953348,0.000163295988515384,0.0177811187494529,"gene_478"
59.7102561325115,-4.7225893713885,1.24910687088222,-3.78077287178239,0.000156342257670793,0.0177811187494529,"gene_842"
52.8791660619762,3.82050067486357,1.02125390428141,3.74099003083059,0.000183296792196422,0.0179630856352494,"gene_399"
86.4575432030083,3.90549270321846,1.06799802173207,3.65683514739528,0.000255348483245514,0.0195899264493543,"gene_14"
376.295219658744,4.60711649948539,1.25348160974982,3.6754559968414,0.000237424962410695,0.0195899264493543,"gene_20"
58.0949381074971,-4.80019443734742,1.31428091349336,-3.6523351956687,0.000259866371266945,0.0195899264493543,"gene_32"
68.1461638826504,3.17782000118114,0.907635251873381,3.50120821621025,0.000463153832303196,0.0324207682612237,"gene_221"
45.849977177284,-3.47409826962584,1.0130313893897,-3.42940831450327,0.000604898765999678,0.039520052711979,"gene_44"
64.6032863609301,-3.4129930066957,1.00519461689607,-3.39535543597979,0.000685395585716498,0.0419804796251355,"gene_259"
31.7108282672629,-3.29917158387814,1.02315323557006,-3.2245136595204,0.00126186836546956,0.0618315499080084,"gene_47"
75.7213407764736,3.46927170645467,1.07552870983776,3.22564304859701,0.0012569000736765,0.0618315499080084,"gene_185"
67.0184648841032,3.6481423457239,1.12458728757454,3.24398326926856,0.00117870669498344,0.0618315499080084,"gene_674"
162.865232505914,-2.7649439669424,0.846778726073494,-3.2652496830706,0.00109367623995269,0.0618315499080084,"gene_998"
79.8736581923947,2.89777670708718,0.916211555741081,3.16278122550343,0.00156269719292684,0.0729258690032525,"gene_804"
